id,timestamp,shard,load,expected_end_time,actual_end_time,delay
1186,120.581,257,0.305,120.62,120.886,0.266
1208,120.6,373,0.464,121.064,121.064,0.0
1194,120.616,581,0.032,120.412,120.648,0.236
1210,120.635,93,0.023,120.658,120.658,0.0
1213,120.66,245,1.161,121.821,121.821,0.0
1198,120.662,402,0.019,120.419,120.681,0.262
1203,120.666,304,0.556,121.051,121.222,0.171
1216,120.68,279,0.376,121.056,121.056,0.0
1200,120.681,587,0.218,120.628,120.899,0.271
1201,120.685,273,0.301,120.761,120.986,0.225
1199,120.788,36,0.154,120.559,120.942,0.383
1218,120.79,545,0.146,120.936,120.936,0.0
1219,120.79,581,0.603,121.393,121.393,0.0
1209,120.886,9,0.013,120.643,120.899,0.256
1211,120.899,587,0.027,120.662,120.926,0.264
1212,120.917,182,0.015,120.655,120.932,0.277
1217,120.933,436,0.01,120.76,120.943,0.183
1221,120.945,518,0.024,120.969,120.969,0.0
1214,120.986,112,0.156,120.826,121.142,0.316
1222,120.99,511,0.522,121.512,121.512,0.0
1215,121.028,229,0.012,120.692,121.04,0.348
1220,121.056,223,0.082,120.902,121.138,0.236
1223,121.08,424,0.26,121.34,121.34,0.0
1224,121.145,377,0.0,121.145,121.145,0.0
1225,121.205,422,0.0,121.205,121.205,0.0
1226,121.425,390,0.094,121.519,121.519,0.0
1227,121.445,321,0.143,121.588,121.588,0.0
1228,121.965,157,1.159,123.124,123.124,0.0
1229,125.035,503,0.888,125.923,125.923,0.0
1230,125.035,262,0.005,125.04,125.04,0.0
1231,125.045,190,0.301,125.346,125.346,0.0
1232,125.06,46,0.004,125.064,125.064,0.0
1234,125.135,435,0.09,125.225,125.225,0.0
1233,125.135,157,0.965,126.1,126.1,0.0
1235,125.14,506,0.083,125.223,125.223,0.0
1236,125.18,587,0.005,125.185,125.185,0.0
1238,125.205,541,0.84,126.045,126.045,0.0
1239,125.235,265,0.275,125.51,125.51,0.0
1240,125.24,224,0.217,125.457,125.457,0.0
1241,125.29,368,0.235,125.525,125.525,0.0
1242,125.315,51,0.08,125.395,125.395,0.0
1243,125.345,333,0.738,126.083,126.083,0.0
1244,125.425,597,0.668,126.093,126.093,0.0
1245,125.435,368,0.021,125.456,125.456,0.0
1246,125.455,314,0.215,125.67,125.67,0.0
1247,125.545,482,0.002,125.547,125.547,0.0
1248,125.55,556,0.016,125.566,125.566,0.0
1249,125.65,121,0.097,125.747,125.747,0.0
1250,125.73,538,0.034,125.764,125.764,0.0
1251,125.825,20,0.004,125.829,125.829,0.0
1237,125.923,580,0.33,125.51,126.253,0.743
1252,125.95,535,0.585,126.535,126.535,0.0
1253,125.97,225,0.152,126.122,126.122,0.0
1254,125.985,252,0.259,126.244,126.244,0.0
1255,126.05,220,0.25,126.3,126.3,0.0
1256,126.265,48,0.01,126.275,126.275,0.0
1257,126.63,575,0.189,126.819,126.819,0.0
1258,126.76,168,0.314,127.074,127.074,0.0
1259,126.765,61,0.17,126.935,126.935,0.0
1260,126.87,19,0.04,126.91,126.91,0.0
1261,126.93,371,0.483,127.413,127.413,0.0
1262,130.0,45,0.124,130.124,130.124,0.0
1263,130.03,176,1.089,131.119,131.119,0.0
1264,130.05,61,0.482,130.532,130.532,0.0
1265,130.06,381,0.925,130.985,130.985,0.0
1266,130.075,325,0.016,130.091,130.091,0.0
1267,130.09,281,0.2,130.29,130.29,0.0
1268,130.105,408,1.513,131.618,131.618,0.0
1269,130.11,427,0.37,130.48,130.48,0.0
1270,130.115,338,0.002,130.117,130.117,0.0
1273,130.13,496,0.136,130.266,130.266,0.0
1272,130.13,144,0.062,130.192,130.192,0.0
1275,130.145,3,0.706,130.851,130.851,0.0
1276,130.15,384,0.202,130.352,130.352,0.0
1283,130.195,183,0.206,130.401,130.401,0.0
1286,130.23,243,0.086,130.316,130.316,0.0
1287,130.25,200,0.029,130.279,130.279,0.0
1288,130.28,551,0.162,130.442,130.442,0.0
1289,130.285,90,1.221,131.506,131.506,0.0
1274,130.29,44,0.16,130.3,130.45,0.15
1291,130.34,216,0.435,130.775,130.775,0.0
1293,130.375,270,0.358,130.733,130.733,0.0
1292,130.375,255,0.068,130.443,130.443,0.0
1294,130.38,506,0.027,130.407,130.407,0.0
1296,130.415,391,1.166,131.581,131.581,0.0
1279,130.45,429,0.019,130.184,130.469,0.285
1282,130.469,32,0.183,130.378,130.652,0.274
1298,130.5,84,1.058,131.558,131.558,0.0
1299,130.515,103,0.646,131.161,131.161,0.0
1271,130.532,342,1.884,131.999,132.416,0.417
1302,130.605,558,0.055,130.66,130.66,0.0
1303,130.65,269,0.119,130.769,130.769,0.0
1304,130.72,119,0.303,131.023,131.023,0.0
1306,130.83,200,0.315,131.145,131.145,0.0
1300,130.851,527,0.113,130.638,130.964,0.326
1307,130.86,68,0.069,130.929,130.929,0.0
1301,130.985,543,0.155,130.69,131.14,0.45
1309,131.03,288,0.017,131.047,131.047,0.0
1281,131.047,500,0.025,130.2,131.072,0.872
1284,131.072,231,1.603,131.808,132.675,0.867
1277,131.119,472,0.695,130.855,131.814,0.959
1308,131.145,311,0.015,130.88,131.16,0.28
1310,131.2,109,0.013,131.213,131.213,0.0
1311,131.25,91,0.188,131.438,131.438,0.0
1312,131.265,83,1.641,132.906,132.906,0.0
1313,131.36,131,0.004,131.364,131.364,0.0
1314,131.385,410,0.392,131.777,131.777,0.0
1315,131.45,171,1.176,132.626,132.626,0.0
1316,131.555,412,0.309,131.864,131.864,0.0
1305,131.581,133,2.016,132.741,133.597,0.856
1280,131.618,437,0.008,130.178,131.626,1.448
1290,131.814,593,0.41,130.74,132.224,1.484
1317,132.01,144,0.014,132.024,132.024,0.0
1295,132.224,60,0.001,130.381,132.225,1.844
1297,132.225,380,1.099,131.544,133.324,1.78
1278,132.416,461,0.082,130.242,132.498,2.256
1285,132.675,312,0.145,130.37,132.82,2.45
1318,135.005,104,0.069,135.074,135.074,0.0
1319,135.005,386,0.38,135.385,135.385,0.0
1320,135.015,328,0.051,135.066,135.066,0.0
1321,135.02,538,0.725,135.745,135.745,0.0
1323,135.035,269,0.134,135.169,135.169,0.0
1322,135.035,519,0.17,135.205,135.205,0.0
1324,135.04,110,0.163,135.203,135.203,0.0
1325,135.045,590,0.104,135.149,135.149,0.0
1326,135.05,517,0.511,135.561,135.561,0.0
1327,135.09,274,0.129,135.219,135.219,0.0
1328,135.135,426,0.09,135.225,135.225,0.0
1329,135.15,562,1.959,137.109,137.109,0.0
1330,135.155,406,0.64,135.795,135.795,0.0
1331,135.155,278,0.256,135.411,135.411,0.0
1332,135.17,470,0.018,135.188,135.188,0.0
1333,135.215,423,0.074,135.289,135.289,0.0
1334,135.22,304,1.879,137.099,137.099,0.0
1335,135.24,498,0.091,135.331,135.331,0.0
1336,135.305,160,0.205,135.51,135.51,0.0
1337,135.37,433,0.395,135.765,135.765,0.0
1338,135.42,565,0.558,135.978,135.978,0.0
1339,135.425,486,0.011,135.436,135.436,0.0
1340,135.745,221,0.019,135.494,135.764,0.27
1341,135.82,154,0.028,135.848,135.848,0.0
1342,135.835,597,0.236,136.071,136.071,0.0
1343,135.985,72,0.048,136.033,136.033,0.0
1344,136.14,531,0.222,136.362,136.362,0.0
1345,136.3,23,0.005,136.305,136.305,0.0
1346,136.485,340,0.01,136.495,136.495,0.0
1347,136.505,164,0.919,137.424,137.424,0.0
1348,137.035,392,0.11,137.145,137.145,0.0
1349,138.155,283,0.796,138.951,138.951,0.0
1350,140.0,456,0.126,140.126,140.126,0.0
1351,140.015,288,0.011,140.026,140.026,0.0
1352,140.02,18,0.173,140.193,140.193,0.0
1353,140.04,429,0.021,140.061,140.061,0.0
1354,140.115,429,0.001,140.116,140.116,0.0
1355,140.125,430,0.016,140.141,140.141,0.0
1356,140.15,537,0.069,140.219,140.219,0.0
1357,140.16,233,0.545,140.705,140.705,0.0
1358,140.19,419,0.011,140.201,140.201,0.0
1361,140.205,64,0.448,140.653,140.653,0.0
1360,140.205,324,0.079,140.284,140.284,0.0
1359,140.205,464,0.149,140.354,140.354,0.0
1362,140.23,269,0.004,140.234,140.234,0.0
1363,140.38,161,0.01,140.39,140.39,0.0
1364,140.435,556,0.027,140.462,140.462,0.0
1365,140.485,441,0.116,140.601,140.601,0.0
1366,140.515,34,0.027,140.542,140.542,0.0
1368,140.525,463,1.469,141.994,141.994,0.0
1367,140.525,524,0.062,140.587,140.587,0.0
1369,140.56,388,0.183,140.743,140.743,0.0
1370,140.655,18,0.012,140.667,140.667,0.0
1371,140.665,193,0.057,140.722,140.722,0.0
1372,140.72,129,0.719,141.439,141.439,0.0
1373,140.775,61,0.022,140.797,140.797,0.0
1374,140.855,180,0.041,140.896,140.896,0.0
1375,140.96,600,0.001,140.961,140.961,0.0
1376,140.98,403,0.079,141.059,141.059,0.0
1377,140.99,200,1.042,142.032,142.032,0.0
1378,141.12,459,0.219,141.339,141.339,0.0
1379,141.125,503,0.012,141.137,141.137,0.0
1380,141.54,168,0.322,141.862,141.862,0.0
1381,141.81,460,0.091,141.901,141.901,0.0
1382,143.04,388,0.074,143.114,143.114,0.0
1383,145.0,457,0.012,145.012,145.012,0.0
1384,145.01,256,0.35,145.36,145.36,0.0
1386,145.02,104,0.167,145.187,145.187,0.0
1385,145.02,83,0.685,145.705,145.705,0.0
1388,145.04,493,0.002,145.042,145.042,0.0
1389,145.055,215,0.0,145.055,145.055,0.0
1390,145.06,414,0.0,145.06,145.06,0.0
1391,145.06,367,0.703,145.763,145.763,0.0
1392,145.065,375,0.99,146.055,146.055,0.0
1394,145.07,278,0.311,145.381,145.381,0.0
1393,145.07,112,0.369,145.439,145.439,0.0
1396,145.075,244,0.091,145.166,145.166,0.0
1395,145.075,308,0.772,145.847,145.847,0.0
1398,145.135,67,0.128,145.263,145.263,0.0
1403,145.195,213,1.079,146.274,146.274,0.0
1405,145.22,427,0.001,145.221,145.221,0.0
1407,145.25,585,0.177,145.427,145.427,0.0
1409,145.285,577,0.275,145.56,145.56,0.0
1408,145.285,241,0.138,145.423,145.423,0.0
1410,145.295,534,0.086,145.381,145.381,0.0
1412,145.305,266,0.909,146.214,146.214,0.0
1415,145.335,525,0.141,145.476,145.476,0.0
1387,145.36,260,0.193,145.223,145.553,0.33
1418,145.36,55,0.323,145.683,145.683,0.0
1421,145.41,149,0.133,145.543,145.543,0.0
1423,145.425,142,0.088,145.513,145.513,0.0
1406,145.439,24,0.673,145.898,146.112,0.214
1424,145.44,437,0.056,145.496,145.496,0.0
1426,145.445,2,0.063,145.508,145.508,0.0
1397,145.553,386,0.017,145.142,145.57,0.428
1400,145.57,302,0.107,145.257,145.677,0.42
1429,145.58,523,0.78,146.36,146.36,0.0
1430,145.585,313,0.416,146.001,146.001,0.0
1431,145.585,77,0.201,145.786,145.786,0.0
1432,145.59,555,0.313,145.903,145.903,0.0
1433,145.64,252,0.423,146.063,146.063,0.0
1402,145.677,600,0.001,145.171,145.678,0.507
1427,145.678,356,0.304,145.784,145.982,0.198
1435,145.68,591,0.314,145.994,145.994,0.0
1436,145.695,340,0.163,145.858,145.858,0.0
1399,145.705,256,0.148,145.293,145.853,0.56
1420,145.763,343,0.58,145.975,146.343,0.368
1440,145.785,360,0.129,145.914,145.914,0.0
1442,145.795,500,0.023,145.818,145.818,0.0
1443,145.805,417,0.003,145.808,145.808,0.0
1444,145.835,565,0.254,146.089,146.089,0.0
1401,145.847,582,0.054,145.219,145.901,0.682
1445,145.87,286,0.017,145.887,145.887,0.0
1404,145.901,371,0.019,145.214,145.92,0.706
1447,145.903,425,0.017,145.902,145.92,0.018
1413,145.92,8,0.229,145.544,146.149,0.605
1441,145.982,492,0.005,145.795,145.987,0.192
1448,146.015,68,0.162,146.177,146.177,0.0
1449,146.05,79,0.019,146.069,146.069,0.0
1411,146.055,28,0.578,145.873,146.633,0.76
1419,146.069,541,0.142,145.522,146.211,0.689
1414,146.112,76,0.144,145.464,146.256,0.792
1417,146.149,265,0.022,145.367,146.171,0.804
1450,146.18,350,2.003,148.183,148.183,0.0
1425,146.211,106,0.235,145.675,146.446,0.771
1428,146.214,367,0.184,145.704,146.398,0.694
1422,146.256,483,0.004,145.424,146.26,0.836
1416,146.274,226,0.046,145.386,146.32,0.934
1437,146.32,218,0.067,145.782,146.387,0.605
1434,146.36,507,1.019,146.694,147.379,0.685
1439,146.446,308,0.446,146.196,146.892,0.696
1451,146.515,517,0.096,146.611,146.611,0.0
1452,146.605,408,0.003,146.608,146.608,0.0
1438,146.633,239,0.208,145.948,146.841,0.893
1453,146.685,299,0.492,147.177,147.177,0.0
1446,148.183,221,0.002,145.882,148.185,2.303
1454,150.005,264,0.007,150.012,150.012,0.0
1455,150.04,344,0.002,150.042,150.042,0.0
1456,150.075,234,0.209,150.284,150.284,0.0
1457,150.09,464,0.191,150.281,150.281,0.0
1458,150.105,235,0.0,150.105,150.105,0.0
1459,150.115,185,0.041,150.156,150.156,0.0
1460,150.125,136,0.065,150.19,150.19,0.0
1462,150.145,73,0.016,150.161,150.161,0.0
1461,150.145,482,1.244,151.389,151.389,0.0
1463,150.155,496,0.091,150.246,150.246,0.0
1464,150.175,570,0.047,150.222,150.222,0.0
1465,150.19,184,0.183,150.373,150.373,0.0
1466,150.195,312,0.032,150.227,150.227,0.0
1467,150.215,217,0.151,150.366,150.366,0.0
1468,150.22,584,0.484,150.704,150.704,0.0
1469,150.235,238,0.055,150.29,150.29,0.0
1470,150.24,129,0.185,150.425,150.425,0.0
1471,150.25,494,0.671,150.921,150.921,0.0
1472,150.265,527,0.103,150.368,150.368,0.0
1473,150.445,1,1.063,151.508,151.508,0.0
1474,150.46,513,0.239,150.699,150.699,0.0
1475,150.465,516,0.512,150.977,150.977,0.0
1476,150.54,471,0.017,150.557,150.557,0.0
1477,150.59,521,0.068,150.658,150.658,0.0
1479,150.665,350,0.13,150.795,150.795,0.0
1481,150.68,211,0.009,150.689,150.689,0.0
1482,150.695,129,0.322,151.017,151.017,0.0
1480,150.704,490,1.178,151.853,151.882,0.029
1483,150.73,94,0.004,150.734,150.734,0.0
1484,150.74,29,0.623,151.363,151.363,0.0
1485,150.785,460,0.023,150.808,150.808,0.0
1486,150.825,118,0.004,150.829,150.829,0.0
1487,150.83,332,1.003,151.833,151.833,0.0
1488,150.945,373,0.271,151.216,151.216,0.0
1489,151.3,135,0.001,151.301,151.301,0.0
1478,151.389,474,0.0,150.6,151.389,0.789
1490,151.44,57,0.004,151.444,151.444,0.0
1491,151.47,578,0.203,151.673,151.673,0.0
1492,151.84,61,0.105,151.945,151.945,0.0
1493,151.945,430,0.271,152.216,152.216,0.0
1494,151.975,435,0.016,151.991,151.991,0.0
1496,155.02,417,0.01,155.03,155.03,0.0
1495,155.02,313,0.015,155.035,155.035,0.0
1497,155.035,126,0.012,155.047,155.047,0.0
1498,155.075,378,0.002,155.077,155.077,0.0
1500,155.085,353,0.0,155.085,155.085,0.0
1499,155.085,292,0.012,155.097,155.097,0.0
1501,155.09,508,0.544,155.634,155.634,0.0
1502,155.105,435,0.031,155.136,155.136,0.0
1503,155.12,217,0.708,155.828,155.828,0.0
1504,155.13,173,0.381,155.511,155.511,0.0
1505,155.135,539,0.033,155.168,155.168,0.0
1506,155.135,177,0.027,155.162,155.162,0.0
1507,155.2,555,0.004,155.204,155.204,0.0
1508,155.225,580,0.009,155.234,155.234,0.0
1509,155.255,370,0.062,155.317,155.317,0.0
1510,155.27,59,0.093,155.363,155.363,0.0
1511,155.285,493,0.007,155.292,155.292,0.0
1512,155.32,287,1.134,156.454,156.454,0.0
1515,155.405,157,0.556,155.961,155.961,0.0
1514,155.405,427,0.506,155.911,155.911,0.0
1513,155.405,26,0.002,155.407,155.407,0.0
1516,155.43,495,0.005,155.435,155.435,0.0
1517,155.46,21,0.196,155.656,155.656,0.0
1518,155.475,248,0.001,155.476,155.476,0.0
1519,155.48,559,0.207,155.687,155.687,0.0
1521,155.575,500,0.113,155.688,155.688,0.0
1520,155.634,393,0.782,156.347,156.416,0.069
1522,155.69,112,0.227,155.917,155.917,0.0
1523,155.875,217,0.82,156.695,156.695,0.0
1524,155.88,279,0.613,156.493,156.493,0.0
1526,156.015,80,0.012,156.027,156.027,0.0
1527,156.035,122,1.524,157.559,157.559,0.0
1528,156.2,487,0.876,157.076,157.076,0.0
1529,156.395,337,0.001,156.396,156.396,0.0
1530,156.42,11,0.074,156.494,156.494,0.0
1525,156.454,358,0.004,155.909,156.458,0.549
1531,156.835,247,0.002,156.837,156.837,0.0
1532,156.86,389,0.269,157.129,157.129,0.0
1533,157.31,471,0.056,157.366,157.366,0.0
1534,160.06,223,0.024,160.084,160.084,0.0
1535,160.1,538,0.026,160.126,160.126,0.0
1536,160.145,253,0.002,160.147,160.147,0.0
1537,160.15,293,0.095,160.245,160.245,0.0
1538,160.16,162,0.014,160.174,160.174,0.0
1539,160.22,501,0.49,160.71,160.71,0.0
1541,160.265,41,0.842,161.107,161.107,0.0
1540,160.265,515,0.765,161.03,161.03,0.0
1542,160.29,582,0.025,160.315,160.315,0.0
1543,160.375,123,0.0,160.375,160.375,0.0
1544,160.41,544,0.072,160.482,160.482,0.0
1545,160.425,427,0.634,161.059,161.059,0.0
1546,160.45,106,0.291,160.741,160.741,0.0
1547,160.475,34,0.069,160.544,160.544,0.0
1548,160.525,455,0.55,161.075,161.075,0.0
1549,160.55,450,0.803,161.353,161.353,0.0
1550,160.56,444,1.406,161.966,161.966,0.0
1551,160.585,507,0.249,160.834,160.834,0.0
1552,160.6,17,0.005,160.605,160.605,0.0
1553,160.63,266,0.233,160.863,160.863,0.0
1554,160.65,465,0.018,160.668,160.668,0.0
1555,160.69,206,0.0,160.69,160.69,0.0
1556,160.72,469,0.023,160.743,160.743,0.0
1557,160.885,484,0.291,161.176,161.176,0.0
1558,161.085,586,0.125,161.21,161.21,0.0
1559,161.245,227,0.003,161.248,161.248,0.0
1560,162.065,579,0.009,162.074,162.074,0.0
1561,162.33,400,0.102,162.432,162.432,0.0
1562,162.67,199,0.375,163.045,163.045,0.0
1563,165.0,298,0.0,165.0,165.0,0.0
1564,165.045,253,0.569,165.614,165.614,0.0
1565,165.06,6,0.204,165.264,165.264,0.0
1566,165.07,294,0.101,165.171,165.171,0.0
1568,165.075,385,0.635,165.71,165.71,0.0
1567,165.075,217,0.13,165.205,165.205,0.0
1569,165.11,6,0.448,165.558,165.558,0.0
1570,165.16,283,1.054,166.214,166.214,0.0
1571,165.17,312,0.273,165.443,165.443,0.0
1572,165.19,414,0.986,166.176,166.176,0.0
1574,165.225,328,0.181,165.406,165.406,0.0
1575,165.26,233,0.063,165.323,165.323,0.0
1573,165.264,18,0.028,165.243,165.292,0.049
1576,165.275,138,0.002,165.277,165.277,0.0
1578,165.295,371,0.03,165.325,165.325,0.0
1577,165.295,326,0.074,165.369,165.369,0.0
1579,165.305,148,0.129,165.434,165.434,0.0
1580,165.33,75,0.0,165.33,165.33,0.0
1581,165.385,264,0.924,166.309,166.309,0.0
1582,165.395,181,0.114,165.509,165.509,0.0
1583,165.4,324,1.013,166.413,166.413,0.0
1584,165.445,594,0.084,165.529,165.529,0.0
1586,165.455,25,0.144,165.599,165.599,0.0
1585,165.455,377,0.23,165.685,165.685,0.0
1588,165.505,427,0.382,165.887,165.887,0.0
1590,165.525,587,0.106,165.631,165.631,0.0
1591,165.535,378,0.057,165.592,165.592,0.0
1592,165.555,84,0.05,165.605,165.605,0.0
1593,165.57,420,0.022,165.592,165.592,0.0
1595,165.605,330,0.043,165.648,165.648,0.0
1596,165.61,63,0.003,165.613,165.613,0.0
1589,165.614,171,0.116,165.636,165.73,0.094
1597,165.635,87,0.009,165.644,165.644,0.0
1598,165.65,292,0.002,165.652,165.652,0.0
1587,165.685,33,0.692,166.187,166.377,0.19
1599,165.74,572,0.102,165.842,165.842,0.0
1600,165.75,38,0.291,166.041,166.041,0.0
1601,165.78,10,0.066,165.846,165.846,0.0
1602,165.895,191,0.024,165.919,165.919,0.0
1603,166.035,248,0.0,166.035,166.035,0.0
1604,166.075,432,0.398,166.473,166.473,0.0
1594,166.309,423,0.002,165.587,166.311,0.724
1605,166.36,118,0.004,166.364,166.364,0.0
1606,166.545,318,0.039,166.584,166.584,0.0
1607,166.615,340,0.006,166.621,166.621,0.0
1608,166.845,400,0.038,166.883,166.883,0.0
1609,167.075,215,0.009,167.084,167.084,0.0
1610,170.005,413,0.093,170.098,170.098,0.0
1611,170.005,4,0.797,170.802,170.802,0.0
1612,170.03,182,0.022,170.052,170.052,0.0
1613,170.035,518,0.065,170.1,170.1,0.0
1614,170.045,35,0.087,170.132,170.132,0.0
1615,170.05,516,0.203,170.253,170.253,0.0
1616,170.05,182,0.314,170.364,170.364,0.0
1617,170.055,165,0.521,170.576,170.576,0.0
1618,170.065,225,0.012,170.077,170.077,0.0
1619,170.07,442,0.086,170.156,170.156,0.0
1620,170.105,254,0.075,170.18,170.18,0.0
1621,170.125,489,0.087,170.212,170.212,0.0
1622,170.185,5,0.108,170.293,170.293,0.0
1623,170.205,450,0.99,171.195,171.195,0.0
1624,170.21,410,0.483,170.693,170.693,0.0
1625,170.24,391,1.849,172.089,172.089,0.0
1627,170.295,306,0.024,170.319,170.319,0.0
1628,170.315,388,0.0,170.315,170.315,0.0
1629,170.345,63,0.128,170.473,170.473,0.0
1630,170.385,261,0.131,170.516,170.516,0.0
1631,170.395,92,0.71,171.105,171.105,0.0
1632,170.445,53,0.037,170.482,170.482,0.0
1633,170.455,51,0.154,170.609,170.609,0.0
1634,170.475,5,0.093,170.568,170.568,0.0
1635,170.485,8,0.034,170.519,170.519,0.0
1637,170.49,49,0.01,170.5,170.5,0.0
1639,170.51,496,0.424,170.934,170.934,0.0
1640,170.535,551,0.012,170.547,170.547,0.0
1641,170.545,484,0.001,170.546,170.546,0.0
1638,170.576,305,0.295,170.805,170.871,0.066
1642,170.6,374,0.599,171.199,171.199,0.0
1643,170.635,124,0.013,170.648,170.648,0.0
1644,170.67,27,0.615,171.285,171.285,0.0
1645,170.74,177,0.128,170.868,170.868,0.0
1647,170.765,547,0.016,170.781,170.781,0.0
1626,170.802,200,0.452,170.712,171.254,0.542
1649,170.9,89,0.0,170.9,170.9,0.0
1650,170.965,496,0.016,170.981,170.981,0.0
1652,171.12,220,0.011,171.131,171.131,0.0
1636,171.195,144,0.036,170.526,171.231,0.705
1651,171.231,384,0.594,171.584,171.825,0.241
1648,171.254,588,0.0,170.775,171.254,0.479
1653,171.665,140,0.075,171.74,171.74,0.0
1654,171.955,28,0.0,171.955,171.955,0.0
1646,172.089,188,0.218,170.968,172.307,1.339
1655,172.75,386,0.73,173.48,173.48,0.0
1656,175.025,273,0.013,175.038,175.038,0.0
1657,175.035,526,0.088,175.123,175.123,0.0
1658,175.075,579,0.005,175.08,175.08,0.0
1659,175.095,154,0.424,175.519,175.519,0.0
1660,175.1,471,0.082,175.182,175.182,0.0
1662,175.145,302,0.139,175.284,175.284,0.0
1661,175.145,194,0.044,175.189,175.189,0.0
1663,175.15,188,0.009,175.159,175.159,0.0
1664,175.18,277,0.97,176.15,176.15,0.0
1665,175.245,426,0.258,175.503,175.503,0.0
1666,175.295,469,0.07,175.365,175.365,0.0
1668,175.31,600,0.385,175.695,175.695,0.0
1667,175.31,140,0.515,175.825,175.825,0.0
1669,175.32,394,0.315,175.635,175.635,0.0
1670,175.375,477,0.017,175.392,175.392,0.0
1671,175.425,545,0.084,175.509,175.509,0.0
1672,175.519,225,0.306,175.731,175.825,0.094
1674,175.52,447,0.401,175.921,175.921,0.0
1675,175.635,267,0.019,175.654,175.654,0.0
1676,175.685,301,0.37,176.055,176.055,0.0
1673,175.695,351,0.268,175.763,175.963,0.2
1677,175.855,352,1.319,177.174,177.174,0.0
1678,175.93,252,0.042,175.972,175.972,0.0
1679,175.955,339,0.001,175.956,175.956,0.0
1680,176.04,8,0.025,176.065,176.065,0.0
1681,176.73,252,0.096,176.826,176.826,0.0
1682,176.81,318,0.479,177.289,177.289,0.0
1683,176.895,149,0.043,176.938,176.938,0.0
1684,178.015,176,0.078,178.093,178.093,0.0
1686,180.01,479,0.703,180.713,180.713,0.0
1685,180.01,81,0.003,180.013,180.013,0.0
1687,180.015,353,0.001,180.016,180.016,0.0
1688,180.025,480,0.003,180.028,180.028,0.0
1689,180.05,378,0.236,180.286,180.286,0.0
1690,180.065,300,0.156,180.221,180.221,0.0
1691,180.07,134,0.0,180.07,180.07,0.0
1692,180.07,315,0.003,180.073,180.073,0.0
1693,180.085,163,0.134,180.219,180.219,0.0
1694,180.095,404,0.061,180.156,180.156,0.0
1695,180.1,186,0.008,180.108,180.108,0.0
1696,180.105,168,0.599,180.704,180.704,0.0
1698,180.11,147,0.458,180.568,180.568,0.0
1697,180.11,269,0.565,180.675,180.675,0.0
1700,180.115,39,0.0,180.115,180.115,0.0
1699,180.115,360,0.79,180.905,180.905,0.0
1701,180.145,109,0.12,180.265,180.265,0.0
1702,180.145,338,0.187,180.332,180.332,0.0
1704,180.17,538,0.278,180.448,180.448,0.0
1705,180.215,586,0.372,180.587,180.587,0.0
1703,180.221,519,0.036,180.191,180.257,0.066
1707,180.285,264,0.037,180.322,180.322,0.0
1708,180.285,248,0.347,180.632,180.632,0.0
1706,180.286,517,0.298,180.553,180.584,0.031
1709,180.305,14,1.179,181.484,181.484,0.0
1710,180.33,535,0.144,180.474,180.474,0.0
1711,180.355,405,0.179,180.534,180.534,0.0
1713,180.365,206,0.179,180.544,180.544,0.0
1714,180.385,407,0.122,180.507,180.507,0.0
1716,180.39,154,0.418,180.808,180.808,0.0
1715,180.39,326,0.002,180.392,180.392,0.0
1718,180.45,48,1.333,181.783,181.783,0.0
1720,180.52,510,0.075,180.595,180.595,0.0
1721,180.545,391,0.179,180.724,180.724,0.0
1722,180.56,535,0.545,181.105,181.105,0.0
1712,180.568,189,0.003,180.363,180.571,0.208
1724,180.59,65,0.018,180.608,180.608,0.0
1725,180.6,256,0.119,180.719,180.719,0.0
1726,180.645,2,0.128,180.773,180.773,0.0
1727,180.65,41,0.053,180.703,180.703,0.0
1728,180.67,179,0.044,180.714,180.714,0.0
1729,180.735,32,0.274,181.009,181.009,0.0
1730,180.75,134,0.057,180.807,180.807,0.0
1731,180.78,208,0.273,181.053,181.053,0.0
1732,180.785,485,0.002,180.787,180.787,0.0
1723,180.787,390,0.176,180.736,180.963,0.227
1733,180.795,386,0.297,181.092,181.092,0.0
1717,180.905,305,0.06,180.495,180.965,0.47
1734,180.92,203,0.244,181.164,181.164,0.0
1719,181.105,424,0.281,180.741,181.386,0.645
1735,181.2,445,0.062,181.262,181.262,0.0
1736,181.205,225,0.123,181.328,181.328,0.0
1737,181.915,156,0.231,182.146,182.146,0.0
1738,181.965,555,0.017,181.982,181.982,0.0
1739,182.335,235,0.329,182.664,182.664,0.0
1740,185.02,195,0.026,185.046,185.046,0.0
1741,185.02,293,0.786,185.806,185.806,0.0
1742,185.025,63,0.211,185.236,185.236,0.0
1743,185.03,472,0.01,185.04,185.04,0.0
1744,185.04,330,0.82,185.86,185.86,0.0
1745,185.055,402,0.026,185.081,185.081,0.0
1746,185.06,294,0.229,185.289,185.289,0.0
1747,185.07,474,0.181,185.251,185.251,0.0
1748,185.08,304,0.316,185.396,185.396,0.0
1749,185.09,62,0.711,185.801,185.801,0.0
1750,185.09,134,0.269,185.359,185.359,0.0
1751,185.11,274,0.024,185.134,185.134,0.0
1752,185.12,19,0.904,186.024,186.024,0.0
1753,185.125,586,0.002,185.127,185.127,0.0
1754,185.13,534,1.891,187.021,187.021,0.0
1755,185.135,328,0.019,185.154,185.154,0.0
1758,185.16,582,0.02,185.18,185.18,0.0
1759,185.17,354,0.3,185.47,185.47,0.0
1760,185.19,143,0.002,185.192,185.192,0.0
